start,end,accuracy,tag
58826336.6828676,91632651.8352996,0.6875,accuracy
67639524.77395695,78175202.2186736,0.5,accuracy
55803863.38641906,99820136.84955595,0.6666666666666666,accuracy
56561271.46162249,90859951.37001432,0.6666666666666666,accuracy
63942576.97657128,79951587.35390897,0.6666666666666666,accuracy
58762436.682186805,75116092.53584409,0.8333333333333334,accuracy
69609026.2061137,72031076.93798,0.0,accuracy
49980457.29085633,79185250.9460762,0.8571428571428571,accuracy
56285331.56491793,72382697.57160924,0.5714285714285714,accuracy
64500648.66336288,86300775.20525067,0.5,accuracy
64258947.92638617,80561864.04824637,0.6666666666666666,accuracy
57355333.78868867,71045407.67320332,0.5384615384615384,accuracy
62740710.894632526,82295274.2226021,0.6923076923076923,accuracy
61536920.60364226,84269880.14639464,0.6875,accuracy
60719361.472688146,90206777.84032243,0.6875,accuracy
64678489.85288338,85620165.27735102,0.5,accuracy
53202296.86536939,83987123.04357532,0.6666666666666666,accuracy
65954980.58876758,87956080.12702401,0.5,accuracy
55918839.5670152,77992565.2928724,0.8571428571428571,accuracy
57717563.92389098,74994892.03276765,0.7692307692307693,accuracy
47431351.57873085,73820728.85543346,0.7142857142857143,accuracy
50011489.459482685,85792612.05493787,0.6666666666666666,accuracy
58538726.43137141,76773931.52745973,0.8333333333333334,accuracy
63637112.596099444,78566758.69214067,0.6666666666666666,accuracy
63664974.85780298,83440754.75339445,0.6,accuracy
69098479.04423593,81832635.8802936,0.5,accuracy
63525209.619022004,81404470.19128878,0.75,accuracy
57854464.26087719,81474658.61625963,0.9230769230769231,accuracy
55817176.05139523,82458242.61825156,0.8,accuracy
61749730.23898751,80008462.52765071,0.75,accuracy
60973527.35858555,78703361.2105588,0.8333333333333334,accuracy
63456140.953855075,84460469.28205408,0.5625,accuracy
63207678.74679698,76914928.84591374,0.5833333333333334,accuracy
50398763.19267589,81630507.82014024,0.8571428571428571,accuracy
63300234.68711296,74975843.63984928,0.5833333333333334,accuracy
70756948.59190704,77558165.51001841,0.3333333333333333,accuracy
68375996.74471423,77296331.3370633,0.3333333333333333,accuracy
47832939.46301003,82664953.40091315,0.75,accuracy
55300166.3516415,79303561.25774343,0.8571428571428571,accuracy
60288492.21364398,81351866.12803227,0.9166666666666666,accuracy
64476674.80166157,79438709.28630857,0.5833333333333334,accuracy
52734947.74252549,84621035.06934689,0.6666666666666666,accuracy
55518869.02765057,73605847.55845189,0.7142857142857143,accuracy
56943187.9361223,79519482.66300699,0.7857142857142857,accuracy
58719413.117710374,80457133.18031086,0.9166666666666666,accuracy
55262327.014093146,84591389.36916988,0.6666666666666666,accuracy
53418547.74864673,73813147.85422416,0.7142857142857143,accuracy
59160072.11341219,87988781.7005909,0.6875,accuracy
55367136.82136317,78219721.26167195,0.8571428571428571,accuracy
49503006.9371499,84572407.47583553,0.6666666666666666,accuracy
