start,end,accuracy,tag
59650708.543965966,81615309.18484043,0.9166666666666666,accuracy
60355760.996773124,81472087.47164142,0.9166666666666666,accuracy
56328294.33778086,81560209.2624765,0.8571428571428571,accuracy
58319648.72137149,81864567.39672181,1.0,accuracy
58763954.52498662,80407794.66293596,0.9166666666666666,accuracy
54565830.11273493,82311578.9797833,0.8,accuracy
58163097.433970585,78607663.06355299,0.9166666666666666,accuracy
58556930.36245004,77114672.74225843,0.8333333333333334,accuracy
59467979.95720623,76522539.65075399,0.75,accuracy
59472730.1416182,81696201.47621086,0.9166666666666666,accuracy
60453833.093143106,80303743.01227936,0.8333333333333334,accuracy
60579607.09073689,81162113.91803542,0.9166666666666666,accuracy
57233245.91784717,81832153.414094,0.9230769230769231,accuracy
56712977.578283794,78302048.63025597,0.8571428571428571,accuracy
60886039.76247187,76907943.83860663,0.75,accuracy
54621715.13147098,82693078.15579203,0.75,accuracy
56371974.4425935,83273070.44519967,0.7058823529411765,accuracy
57330713.98588474,82202999.99089794,0.9230769230769231,accuracy
54024261.50098084,78861178.28051707,0.8571428571428571,accuracy
57823274.07963898,78679980.58164057,0.8461538461538461,accuracy
59756740.813409686,82423546.06709315,0.8461538461538461,accuracy
56568987.092218,78697722.63372646,0.8571428571428571,accuracy
60056835.13847083,83508358.8956365,0.6875,accuracy
56333213.33649271,84789275.88419835,0.6666666666666666,accuracy
59415348.481775984,78786336.40305145,0.8333333333333334,accuracy
57941418.59656348,79800615.85549612,0.8461538461538461,accuracy
61408763.11846704,79677960.68037032,0.8333333333333334,accuracy
58760380.95795888,78606079.34737915,0.9166666666666666,accuracy
60982802.25405018,86126133.46113008,0.6875,accuracy
58060605.11819388,80637794.54226208,0.9166666666666666,accuracy
57166228.94518833,81044974.33169629,0.8571428571428571,accuracy
57026498.38033282,84915043.95995386,0.6666666666666666,accuracy
58479455.859570816,78849555.47714826,0.9166666666666666,accuracy
57490794.26980496,79333323.48362926,0.8461538461538461,accuracy
56264510.161185525,80274136.11307172,0.8571428571428571,accuracy
57240616.2183018,83919828.97066966,0.7058823529411765,accuracy
56483129.91177897,84418024.81900182,0.6666666666666666,accuracy
59073423.730542734,79440391.70832011,0.8333333333333334,accuracy
59565391.44094768,81723229.7797186,0.9166666666666666,accuracy
57347001.046923675,84725078.41271654,0.7058823529411765,accuracy
58158851.47577006,80370725.01604915,0.9166666666666666,accuracy
62249077.59887038,80254215.28795806,0.6666666666666666,accuracy
58237142.053505816,80524395.23953533,0.9166666666666666,accuracy
57715824.200034104,79030603.43951455,0.8461538461538461,accuracy
57675391.08946803,77406924.41671444,0.7692307692307693,accuracy
58818408.87272125,85543792.58723435,0.75,accuracy
60906481.48041323,75705677.70395721,0.75,accuracy
59076369.96597106,84294320.47781557,0.6875,accuracy
54678225.87045186,82274260.70240183,0.8,accuracy
58564486.66339178,77713332.4433964,0.9166666666666666,accuracy
